min,max,mean,median,sd,sum,count,id
0.7490588,11.720152,2.3245522522162765,1.8069411516189575,1.517563158555352,116422.875,50084,0
0.7124542,9.613569,2.1052359988452656,1.7675327,1.1303549560527457,95714.555,45465,1
0.60890025,9.19667,1.294590079879102,1.08670175075531,0.6962353880423758,74956.766,57900,2
0.6462246,26.024033,3.007204667132216,1.3590948581695557,4.522572954888578,80743.445,26850,3
0.48228124,2.30376,0.9502666898480322,0.9148785,0.20410666353391238,40394.887,42509,4
0.6250296,1.8458127,0.9240605388607289,0.88186073,0.1630383496374757,34455.445,37287,5
0.5802614,2.7652538,1.0941159504191327,1.0470487,0.2829416784421682,49728.664,45451,6
0.79068434,16.420551,2.723536231632334,2.3568317890167236,1.8532559834688664,156804.88,57574,7
0.99759,8.111378,2.2968271204997146,2.1557927,0.8135193914745021,92569.02,40303,8
0.2574245,2.6974788,1.0463848224607575,1.0107257,0.2410989208148988,57928.91,55361,9
0.6841783,5.82203,1.3603067004097373,1.0623509,0.6784444840908672,84658.69,62235,10
0.5190986,1.9718002,1.0462768370612934,1.0190468,0.18899814227790582,35386.13,33821,11
0.7843466,2.2822895,1.0670841300662357,1.0197945,0.1937013190289036,33831.902,31705,12
0.013410383,20.136133,0.6100888530663137,0.22511463,1.4045505863552303,253948.88,416249,13
2.9132135,24.157906,14.176573173754958,16.803714752197266,6.0958331652926425,128666.58,9076,14
1.6111525,21.043186,5.773319675703949,4.104204,3.9915865977013163,66225.75,11471,15
0.5225601,21.82513,3.314344738704134,2.663343906402588,2.9765012969379123,131155.25,39572,16
0.27594566,22.147057,2.207144396838344,0.82843757,3.566748084540098,248941.61,112789,17
0.47349238,1.4964515,0.7600610425876939,0.734186053276062,0.1471100999053591,41949.29,55192,18
0.8209872,13.7127905,3.3448171037307164,2.5953898429870605,2.3516163931714433,175188.14,52376,19
0.64424837,3.710575,1.215160590828365,1.1659989,0.36896401569090476,47895.555,39415,20
0.610738,2.4068186,1.1020606270265478,1.049213,0.2799289909462978,32628.709,29607,21
0.63258296,8.157124,1.5855883508625557,1.3184743,0.8008484414390724,188144.33,118659,22
