min,max,mean,median,sd,sum,count,id
0.03919618,22.638098,0.5453346909983162,0.34288773,1.0126141461300842,136350.58,250031,0
-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1
0.02549434,10.219985,0.22232906177655443,0.12066665291786194,0.4551384360948589,48787.0,219436,2
0.023073584,3.8540382,0.10596481750160526,0.07711805403232574,0.09996765409251311,51818.703,489018,3
0.053091403,119.86909,6.8826687033778455,0.3259853,20.472004987649058,637562.25,92633,4
0.03234631,1.8869061,0.08493195347828164,0.0679117739200592,0.06687136332076819,16002.199,188412,5
0.031397235,10.071047,0.15528745615588888,0.071797974,0.3422123321317723,53038.586,341551,6
0.06006787,1.7970662,0.16930393572375582,0.13902725,0.12021041593267101,32818.383,193843,7
0.059803884,0.78931266,0.1189043839859801,0.10641703009605408,0.06556130420420392,28589.846,240444,8
0.05878883,3.9546776,0.2210713843016573,0.16876664757728577,0.23186473109775668,46927.707,212274,9
0.07411338,17.824993,0.5054673876691427,0.33292726,0.895335422122802,59133.113,116987,10
