min,max,mean,median,sd,sum,count,id
0.05815884,3.0924623,0.3238083829126465,0.28589293,0.2237649871133684,649574.2,2006045,0
0.08344804,2.316038,0.9975868674600673,1.0299004,0.5515548390270452,281731.5,282413,1
0.033705086,1.9433917,0.4780952185071968,0.41405564546585083,0.3481522943846843,723508.2,1513314,2
0.04869023,0.5994982,0.1940106083459504,0.16548651,0.08822230960490744,254358.58,1311055,3
0.4137067,3.0034463,1.2659763233852783,1.1661057,0.538135680678819,657460.75,519331,4
0.020118829,3.774181,0.6458174307256437,0.4087851,0.5127516136486013,1305467.6,2021419,5
-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,6
0.2790126,3.9388537,1.7589195025984399,1.7856258153915405,0.6428313185660235,1070200.5,608442,7
0.28589934,9.431044,1.2391198056754447,0.9572731852531433,1.0997609288844004,1188588.5,959220,8
0.06654732,0.4963765,0.157481996027331,0.13926667,0.06419306932880049,349478.22,2219163,9
0.040438004,0.60002244,0.14684775440876405,0.13523417711257935,0.04677309785854466,319108.7,2173058,10
0.09069111,0.6518787,0.25757790357410154,0.20501625537872314,0.12062604072533827,209933.72,815030,11
0.06491906,0.7571452,0.22028350722959766,0.19333648681640625,0.10538026525268161,197687.27,897422,12
0.03679804,0.60971177,0.16900785983728298,0.14379244,0.09025870723137146,270031.12,1597743,13
0.023217078,0.25584242,0.10218234795139103,0.09660207480192184,0.03280731399317838,63181.594,618322,14
0.018393995,1.0134943,0.0745232729586604,0.058963604271411896,0.05351453706674346,337881.8,4533910,15
0.034879938,0.6166888,0.21282702654353491,0.17682069540023804,0.10697670959718653,315269.2,1481340,16
0.04218433,0.47707114,0.12267665840745574,0.11677394,0.04589178037629046,61195.656,498837,17
0.012592789,1.1469989,0.162715489041544,0.074353814,0.18837328018503657,410372.53,2522025,18
0.048602045,1.113059,0.2556281436150661,0.24943894147872925,0.11835136694169472,189162.78,739992,19
0.038722668,0.5597781,0.18732011247599398,0.1661519,0.08497209415914073,241211.55,1287697,20
0.099727474,0.7429893,0.302159341591719,0.28103724122047424,0.11785459753661236,78347.5,259292,21
0.0035902262,0.7705461,0.11660662991533025,0.057298652827739716,0.13177627905319655,283674.3,2432746,22
0.16853422,0.87964576,0.5326584246713348,0.5593819618225098,0.1099407533985579,245855.95,461564,23
0.14465366,0.77528745,0.3982634696226643,0.3761023283004761,0.11942288019891927,257596.02,646798,24
0.063081436,0.84476584,0.2361149751244458,0.18449817597866058,0.13398931798311395,347116.88,1470118,25
0.050394174,0.81360304,0.3118133727310454,0.34323281049728394,0.1777992704370589,213388.23,684346,26
0.038056742,0.33400655,0.10547270986360789,0.08091658,0.054614845518334496,50357.63,477447,27
0.052389808,0.9685728,0.20684497637323293,0.16491628,0.13954055607859295,345766.4,1671621,28
0.02261705,0.18464345,0.05360794879697116,0.045791808515787125,0.0208465739739688,53118.723,990874,29
0.025517646,0.7212345,0.16596002501884713,0.1290666,0.10528839832053083,212434.64,1280035,30
0.017284408,0.7313196,0.0903096873754192,0.051810604,0.08928128117745744,122554.85,1357051,31
0.036112297,0.31214172,0.0956884395013961,0.07957988232374191,0.048916999471600636,96846.84,1012106,32
0.017904567,0.37504694,0.07879161192083387,0.061592232,0.050547578714964264,120984.914,1535505,33
0.027510986,0.785811,0.1990913837829788,0.1745475,0.11637296396054628,199196.7,1000529,34
0.049621034,1.6968544,0.361977594696505,0.3390965163707733,0.23546326022054725,442550.2,1222590,35
0.036780093,4.10802,0.4090143571785556,0.12020189,0.7696745077378855,303623.22,742329,36
0.03800755,0.9076257,0.3595209252141596,0.32159918546676636,0.18369817061960017,418680.8,1164552,37
0.032965757,0.6094666,0.27975613527768567,0.31170740723609924,0.12810886768749852,62442.13,223202,38
0.008125793,0.5935613,0.16826755294321297,0.16886805,0.10447552470080335,272178.66,1617535,39
0.06638188,0.66533995,0.17789970897619536,0.15546271204948425,0.07820500562251838,293357.7,1649006,40
0.0032780615,0.23520501,0.010754414851523262,0.009373156,0.00650445517005252,72079.99,6702363,41
0.003667891,0.66533995,0.0767043308758591,0.05589135,0.0826667297830294,260989.94,3402545,42
0.012227223,0.5900982,0.06347570238687221,0.050099794,0.045955876779848394,79781.02,1256875,43
0.0148379775,0.533792,0.1251328140686701,0.11171786,0.07430304335850282,129003.05,1030929,44
0.02848121,0.44909218,0.10586668741369168,0.10014081746339798,0.04991887656009357,203004.03,1917544,45
0.021616219,0.41503575,0.15587420915484582,0.1539023518562317,0.07470357424500418,146764.3,941556,46
0.0042456947,0.3045526,0.033227640056852345,0.02099095,0.03713189349599318,76540.234,2303511,47
0.0068933577,0.8175173,0.17276712671150168,0.10745391249656677,0.15054777930579583,317622.7,1838444,48
